STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03,WV20
USW00013969,Netaji Subhash Chandra Bose International Airport,19-02-1952,,,,0,0,,56,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,20-02-1952,,,,0,0,,53,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,21-02-1952,,,,0,0,,49,26,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,22-02-1952,,,,0.15,0,,52,40,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,23-02-1952,,,,0,0,,40,34,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,24-02-1952,,,,0.57,0,,37,33,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,25-02-1952,,,,0.06,0,,42,29,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,26-02-1952,,,,0,0,,51,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,27-02-1952,,,,0,0,,66,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,28-02-1952,,,,0,0,,61,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,29-02-1952,,,,0,0,,43,27,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,01-03-1952,,,,0.6,0,,40,26,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,02-03-1952,,,,0.09,0,,56,37,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,03-03-1952,,,,0.37,0,,40,21,,,,,,,,1,,,1,,1,,,1,,,,,,1,,1,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,04-03-1952,,,,0,0,,35,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,05-03-1952,,,,0,0,,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,06-03-1952,,,,0,0,,52,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,07-03-1952,,,,0,0,,63,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,08-03-1952,,,,0,0,,68,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,09-03-1952,,,,1.55,0,,54,45,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,10-03-1952,,,,0.31,0,,48,34,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,11-03-1952,,,,0,0,,59,28,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,12-03-1952,,,,0,0,,63,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,13-03-1952,,,,0,0,,51,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,14-03-1952,,,,0.01,0,,45,31,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,15-03-1952,,,,0,0,,48,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,16-03-1952,,,,0,0,,58,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,17-03-1952,,,,0.2,0,,51,47,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,18-03-1952,,,,0.01,0,,50,33,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,19-03-1952,,,,0,0,,74,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,20-03-1952,,,,0,0,,66,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,21-03-1952,,,,0,0,,49,34,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,22-03-1952,,,,0,0,,34,25,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,23-03-1952,,,,0,0,,45,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,24-03-1952,,,,0,0,,59,26,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,25-03-1952,,,,0,0,,55,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,26-03-1952,,,,0,0,,54,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,27-03-1952,,,,0,0,,60,24,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,28-03-1952,,,,0,0,,72,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,29-03-1952,,,,0,0,,65,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,30-03-1952,,,,0,0,,73,55,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,31-03-1952,,,,0,0,,75,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,01-04-1952,,,,0,0,,70,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,02-04-1952,,,,0,0,,67,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,03-04-1952,,,,0.67,0,,61,43,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,04-04-1952,,,,0,0,,52,35,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,05-04-1952,,,,0,0,,60,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,06-04-1952,,,,0,0,,64,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,07-04-1952,,,,0,0,,85,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,08-04-1952,,,,0,0,,83,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,09-04-1952,,,,0.21,0,,70,31,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,10-04-1952,,,,0,0,,53,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,11-04-1952,,,,0.16,0,,51,36,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,12-04-1952,,,,0,0,,52,40,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,13-04-1952,,,,0,0,,49,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,14-04-1952,,,,0,0,,61,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,15-04-1952,,,,0,0,,70,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,16-04-1952,,,,0,0,,73,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,17-04-1952,,,,0,0,,69,48,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,18-04-1952,,,,0,0,,72,54,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,19-04-1952,,,,0.69,0,,72,53,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,20-04-1952,,,,0.47,0,,62,56,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,21-04-1952,,,,0.36,0,,78,57,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,22-04-1952,,,,0.24,0,,65,51,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,23-04-1952,,,,0,0,,59,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,24-04-1952,,,,0,0,,57,45,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,25-04-1952,,,,0,0,,69,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,26-04-1952,,,,0,0,,74,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,27-04-1952,,,,0,0,,82,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,28-04-1952,,,,0,0,,82,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,29-04-1952,,,,0.08,0,,82,53,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,30-04-1952,,,,0,0,,85,55,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,01-05-1952,,,,0.01,0,,70,58,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,02-05-1952,,,,0,0,,83,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,03-05-1952,,,,0,0,,88,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,04-05-1952,,,,0,0,,90,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,05-05-1952,,,,0,0,,92,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,06-05-1952,,,,0,0,,93,60,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,07-05-1952,,,,0,0,,89,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,08-05-1952,,,,0,0,,92,60,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,09-05-1952,,,,0,0,,76,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,10-05-1952,,,,0,0,,65,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,11-05-1952,,,,0,0,,70,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,12-05-1952,,,,0,0,,73,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,13-05-1952,,,,0,0,,80,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,14-05-1952,,,,0,0,,90,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,15-05-1952,,,,0,0,,88,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,16-05-1952,,,,0,0,,86,68,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,17-05-1952,,,,0.36,0,,69,53,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,18-05-1952,,,,0.01,0,,66,51,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,19-05-1952,,,,0,0,,69,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,20-05-1952,,,,0,0,,78,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,21-05-1952,,,,0,0,,86,63,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,22-05-1952,,,,0,0,,85,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,23-05-1952,,,,0.31,0,,76,56,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,24-05-1952,,,,0.04,0,,77,56,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,25-05-1952,,,,0,0,,83,52,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,26-05-1952,,,,0,0,,85,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,27-05-1952,,,,0,0,,76,58,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,28-05-1952,,,,0,0,,78,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,29-05-1952,,,,0,0,,80,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,30-05-1952,,,,0,0,,87,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,31-05-1952,,,,0,0,,83,64,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,01-06-1952,,,,0.02,0,,77,61,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,02-06-1952,,,,0,0,,92,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,03-06-1952,,,,0,0,,95,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,04-06-1952,,,,2.58,0,,90,64,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,05-06-1952,,,,0.28,0,,80,63,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,06-06-1952,,,,0,0,,83,65,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,07-06-1952,,,,0,0,,90,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,08-06-1952,,,,0,0,,93,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,09-06-1952,,,,0,0,,95,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,10-06-1952,,,,0,0,,95,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,11-06-1952,,,,0,0,,93,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,12-06-1952,,,,0,0,,93,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,13-06-1952,,,,0,0,,97,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,14-06-1952,,,,0,0,,98,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,15-06-1952,,,,0,0,,97,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,16-06-1952,,,,0,0,,93,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,17-06-1952,,,,0,0,,92,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,18-06-1952,,,,0,0,,102,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,19-06-1952,,,,0,0,,101,74,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,20-06-1952,,,,0,0,,99,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,21-06-1952,,,,0,0,,98,78,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,22-06-1952,,,,0.06,0,,95,73,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,23-06-1952,,,,0,0,,97,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,24-06-1952,,,,0,0,,98,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,25-06-1952,,,,0,0,,98,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,26-06-1952,,,,0,0,,100,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,27-06-1952,,,,0,0,,99,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,28-06-1952,,,,0,0,,101,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,29-06-1952,,,,0,0,,104,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,30-06-1952,,,,0,0,,100,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,01-07-1952,,,,0,0,,100,74,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,02-07-1952,,,,0,0,,101,71,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,03-07-1952,,,,0.47,0,,92,69,,,,,34.7,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,04-07-1952,,,,0,0,,92,65,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,05-07-1952,,,,0,0,,99,66,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,06-07-1952,,,,0,0,,101,76,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,07-07-1952,,,,0.21,0,,98,59,,,,,34.7,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,08-07-1952,,,,0,0,,84,55,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,09-07-1952,,,,0,0,,88,55,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,10-07-1952,,,,0,0,,94,58,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,11-07-1952,,,,0,0,,95,67,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,12-07-1952,,,,0.04,0,,98,72,,,,,34.7,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,13-07-1952,,,,0.01,0,,95,77,,,,,34.7,,,,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,14-07-1952,,,,0,0,,90,70,,,,,34.7,,,,,1,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,15-07-1952,,,,0,0,,83,66,,,,,34.7,,,,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,16-07-1952,,,,0,0,,92,70,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,17-07-1952,,,,0.3,0,,83,71,,,,,34.7,,,1,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,18-07-1952,,,,0,0,,91,73,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,19-07-1952,,,,0,0,,93,72,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,20-07-1952,,,,0,0,,96,75,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,21-07-1952,,,,0,0,,97,79,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,22-07-1952,,,,0,0,,99,76,,,,,34.7,,,,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,23-07-1952,,,,0,0,,97,71,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,24-07-1952,,,,0,0,,104,72,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,25-07-1952,,,,0,0,,106,77,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,26-07-1952,,,,0,0,,107,75,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,27-07-1952,,,,0,0,,104,74,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,28-07-1952,,,,0,0,,105,75,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,29-07-1952,,,,0.05,0,,104,75,,,,,34.7,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,30-07-1952,,,,0.03,0,,92,74,,,,,34.7,,,,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,31-07-1952,,,,0,0,,101,74,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,01-08-1952,,,,0,0,,104,73,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,02-08-1952,,,,0,0,,99,76,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,03-08-1952,,,,0,0,,99,76,,,,,34.7,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,04-08-1952,,,,0.41,0,,96,69,,,,,34.7,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,05-08-1952,,,,0.03,0,,97,69,,,,,34.7,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,06-08-1952,,,,0,0,,97,70,,,,,34.7,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,07-08-1952,,,,0,0,,100,71,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,08-08-1952,,,,1.32,0,,96,68,,,,,34.7,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,09-08-1952,,,,0,0,,92,69,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,10-08-1952,,,,0,0,,95,72,,,,,34.7,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,11-08-1952,,,,0,0,,93,72,,,,,34.7,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,12-08-1952,,,,0,0,,80,69,,,,,34.7,,,,,,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,13-08-1952,,,,0.01,0,,98,74,,,,,34.7,,,,,1,,,,,,,,,,,,1,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,14-08-1952,,,,0,0,,105,78,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,15-08-1952,,,,0,0,,107,79,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,16-08-1952,,,,0,0,,108,70,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,
USW00013969,Netaji Subhash Chandra Bose International Airport,17-08-1952,,,,0.35,0,,106,67,,,,,34.7,,,,,1,,1,,,,,,,,,,1,,,,,,,
